key,translation
reporting.performance_trend,اتجاه الأداء
reporting.population,السكان:
reporting.population_weighted,موزون حسب السكان
reporting.population_weighted_compliance,الامتثال الموزون حسب السكان
reporting.positive,إيجابي:
reporting.problem_routes,المسارات المشكلة
reporting.product,المنتج
reporting.received_at,تم الاستلام في
reporting.region,المنطقة:
reporting.regional_analysis,التحليل الإقليمي
reporting.regional_equity_analysis_table,جدول تحليل العدالة الإقليمية
reporting.regional_equity_comparison,مقارنة العدالة الإقليمية
reporting.regional_equity_comparison_chart,مخطط مقارنة الأسهم الإقليمية
reporting.regional_equity_details,تفاصيل الأسهم الإقليمية
reporting.regional_summary,الملخص الإقليمي
reporting.regulatory_compliance_report,تقرير الامتثال التنظيمي
reporting.regulatory_use,الاستخدام التنظيمي:
reporting.reset_all_filters,إعادة تعيين جميع الفلاتر
reporting.route,المسار
reporting.route_level,مستوى المسار:
reporting.routes,المسارات
reporting.samples,عينات
reporting.search_by_tag_id_origin_or_destination,ابحث بواسطة معرف العلامة، الأصل، أو الوجهة...
reporting.sent_at,تاريخ الإرسال
reporting.service_equity_index,مؤشر عدالة الخدمة
reporting.shipments,الشحنات:
reporting.standard,المعيار:
reporting.standard_days,المعيار (أيام)
reporting.start_date,تاريخ البدء
reporting.status,الحالة:
reporting.std,النسبة المئوية للمعيار
reporting.table_view,عرض الجدول
reporting.tag_id,معرّف العلامة
reporting.target_1_day,الهدف: يوم واحد
reporting.territory_equity_filter_guide,دليل تصفية عدالة الإقليم
reporting.territory_equity_report,تقرير عدالة الإقليم
reporting.top_3_best_served_cities,أفضل 3 مدن مخدومة
reporting.top_3_worst_served_cities,أسوأ 3 مدن مخدومة
reporting.total,الإجمالي:
reporting.total_cities,إجمالي المدن:
reporting.total_routes,إجمالي المسارات
reporting.total_samples,إجمالي العينات
reporting.total_shipments,إجمالي الشحنات:
reporting.transit_time_analysis_and_delivery_performance_tra,تحليل زمن العبور وتتبع أداء التسليم
reporting.underserved,مدن مخدومة بشكل ناقص
reporting.underserved_cities,المدن المخدومة بشكل ناقص:
reporting.view_overall_ecosystem_performance_across_all_rout,عرض أداء النظام البيئي العام عبر جميع المسارات والناقلين
reporting.view_overall_service_equity_across_all_cities_and_,عرض عدالة الخدمة العامة عبر جميع المدن والمناطق
reporting.warning,تحذير
reporting.warning_limit,حد التحذير:
reporting.warning_routes,مسارات التحذير
reporting.weekly_sample_volume,حجم العينات الأسبوعي
reporting.weighted_average_by_shipment_count,المتوسط المرجح حسب عدد الشحنات
settings.account_management,إدارة الحساب
settings.account_reporting_configuration,تكوين تقارير الحساب
settings.all_users,جميع المستخدمين
settings.capital,رأس المال
settings.changes_to_thresholds_will_affect_all_reporting_vi,التغييرات في الحدود ستؤثر على جميع طرق العرض الخاصة بالتقارير
settings.city_classifications,تصنيفات المدن
settings.city_classifications_override_default_classificati,تصنيفات المدن تتجاوز التصنيفات الافتراضية من الطوبولوجيا
settings.city_name,اسم المدينة
settings.classification,التصنيف
settings.compliance_critical_threshold,الحد الحرج للامتثال
settings.compliance_warning_threshold,حد التحذير للامتثال
settings.configuration_notes,ملاحظات التكوين:
settings.configuration_saved_successfully,تم حفظ التكوين بنجاح
settings.configure_reporting_thresholds_and_city_classifica,تكوين حدود التقارير وتصنيفات المدن لهذا الحساب
settings.create_account,إنشاء حساب
settings.create_user,إنشاء مستخدم
settings.default_report_period,فترة التقرير الافتراضية
settings.default_time_period_for_generating_reports,الفترة الزمنية الافتراضية لإنشاء التقارير
settings.error_saving_configuration,خطأ في حفظ التكوين
settings.general_settings,الإعدادات العامة
settings.loading,جارٍ التحميل...
settings.loading_configuration,جارٍ تحميل التكوين...
settings.major,رئيسي
settings.minor,ثانوي
settings.monthly,شهري
settings.no_city_classifications_found,لم يتم العثور على تصنيفات للمدن
settings.only_superadmin_users_can_modify_these_settings,يمكن فقط للمستخدمين ذوي صلاحيات المشرف الأعلى تعديل هذه الإعدادات
settings.promise,الوعد
settings.quarterly,ربع سنوي
settings.search_cities,ابحث عن مدن...
settings.warning_threshold_must_be_greater_than_critical_th,يجب أن يكون حد التحذير أكبر من حد الخطر
settings.weekly,أسبوعي
stock.about,حول إدارة المخزون
stock.about_description,إدارة مستويات المخزون وتنبيهات المخزون
stock.add_to_stock,إضافة إلى المخزون
stock.adjust_stock,تعديل المخزون
stock.adjustment_note,مذكرة التعديل
stock.alert_type,نوع التنبيه
stock.alerts,التنبيهات
stock.all_materials,جميع المواد
stock.all_nodes,جميع العقد
stock.all_panelists,جميع الأعضاء المشاركين
stock.all_status,جميع الحالات
stock.all_statuses,جميع الحالات
stock.all_types,جميع الأنواع
stock.auto_generate_purchase_orders,توليد أوامر الشراء تلقائيًا
stock.auto_generate_shipments,توليد الشحنات تلقائيًا
stock.automation,الأتمتة
stock.available_stock,المخزون المتاح
stock.calculate_generate_shipments,حساب وتوليد الشحنات
stock.calculate_requirements,حساب المتطلبات
stock.cancelled,ملغى
stock.change,تغيير:
stock.clear_filters,مسح الفلاتر
stock.clear_filters_to_see_all_alerts,امسح الفلاتر لعرض جميع التنبيهات
stock.confirm_order,تأكيد الطلب
stock.confirm_receipt,تأكيد الاستلام
stock.confirm_shipment,تأكيد الشحنة
stock.confirmed_shipments,الشحنات المؤكدة
stock.critical,حرج
stock.current_quantity,الكمية الحالية
stock.current_stock,المخزون الحالي
stock.date,التاريخ
stock.edit_quantity,تعديل الكمية
stock.edit_shipment_quantity,تعديل كمية الشحنة
stock.enable_stock_control,تمكين مراقبة المخزون
stock.end_date,تاريخ الانتهاء
stock.enter_new_absolute_quantity,أدخل الكمية المطلقة الجديدة
stock.expected,متوقع
stock.expected_date,تاريخ المتوقع
stock.explain_the_reason_for_this_adjustment,اشرح سبب هذا التعديل...
stock.export_csv,تصدير CSV
stock.filters,مرشحات
stock.from,من
stock.last_updated,آخر تحديث
stock.lead_times,أوقات التنفيذ
stock.loading,جاري تحميل بيانات المخزون...
stock.loading_alerts,جارٍ تحميل التنبيهات...
stock.loading_movements,جارٍ تحميل الحركات...
stock.loading_panelist_stock,جارٍ تحميل مخزون المشاركين...
stock.loading_settings,جارٍ تحميل الإعدادات...
stock.loading_stock,جارٍ تحميل المخزون...
stock.location,الموقع
stock.low_stock,مخزون منخفض
stock.low_stock_only,المخزون المنخفض فقط
stock.material,المادة
stock.material_requirements_help,عرض متطلبات المواد المحسوبة
stock.material_requirements_tab,متطلبات المواد
stock.materials,المواد
stock.materials_to_send,المواد للإرسال
stock.maximum_stock,الحد الأقصى للمخزون
stock.metrics_overview,نظرة عامة على المقاييس
stock.minimum,الحد الأدنى
stock.minimum_stock,الحد الأدنى للمخزون
stock.movement_type,نوع الحركة
stock.movements_help,تتبع حركات المخزون
stock.movements_tab,الحركات
stock.net_quantity,الكمية الصافية
stock.new_quantity,الكمية الجديدة
stock.no_stock_alerts_found,لم يتم العثور على تنبيهات مخزون
stock.no_stock_data,لا توجد بيانات مخزون
stock.no_stock_records_found,لم يتم العثور على سجلات مخزون
stock.node,العقدة
stock.normal,عادي
stock.not_applicable_purchase_orders_are_not_used,غير قابل للتطبيق - لا يتم استخدام أوامر الشراء
stock.notes,ملاحظات
stock.order,طلب
stock.order_material,طلب مادة
stock.ordered,تم الطلب
stock.out_of_stock,نفاد المخزون
stock.packing_list_pdf,قائمة التعبئة بصيغة PDF
stock.panelist,عضو اللجنة
stock.panelist_negative,المشارك سلبي
stock.panelist_stock_help,عرض مخزون الأعضاء
stock.panelist_stock_tab,مخزون الأعضاء
stock.pending,قيد الانتظار
stock.pending_requirements,المتطلبات المعلقة
stock.pending_shipments,الشحنات المعلقة
stock.period,الفترة
stock.promise,الوعد
stock.purchase_lead_time_days,مدة الشراء (أيام)
stock.purchase_order_pdf,طلب شراء بصيغة PDF
stock.quantity,الكمية
stock.quantity_needed,الكمية المطلوبة
stock.quantity_ordered,الكمية المطلوبة في الطلب
stock.quantity_received,الكمية المستلمة
stock.quantity_to_order,الكمية المطلوب طلبها
stock.quantity_to_send,الكمية المطلوب إرسالها
stock.quick_month_selection,اختيار سريع للشهر
stock.receive,استلام
stock.receive_purchase_order,استلام طلب الشراء
stock.received,تم الاستلام
stock.regulator_insufficient,المنظم غير كافٍ
stock.regulator_stock_help,عرض مخزون المنظم
stock.regulator_stock_tab,مخزون المنظم
stock.removed_materials_will_create_new_pending_shipment,المواد المُزالة (سيتم إنشاء شحنة معلقة جديدة)
stock.reorder_point,نقطة إعادة الطلب
stock.reset_filters,إعادة تعيين الفلاتر
stock.restore,استعادة
stock.search_by_material_or_code,البحث حسب المادة أو الرمز...
stock.search_by_material_or_panelist,البحث حسب المادة أو المشارك...
stock.search_material,البحث عن مادة...
stock.send,إرسال
stock.sent,تم الإرسال
stock.sent_date,تاريخ الإرسال
stock.settings_help,تكوين معلمات المخزون
stock.settings_tab,الإعدادات
stock.shipment,رقم الشحنة
stock.shipment_lead_time_days,مدة تسليم الشحنة (بالأيام)
stock.shipments,الشحنات
stock.shipments_help,عرض شحنات المخزون
stock.shipments_tab,الشحنات
stock.showing,عرض
stock.start_date,تاريخ البدء
stock.stock_alert,تنبيه المخزون
stock.stock_alerts_help,عرض تنبيهات المخزون المنخفض
stock.stock_alerts_tab,تنبيهات المخزون
stock.stock_control,مراقبة المخزون
stock.stock_status,حالة المخزون
stock.this_feature_is_not_available_in_the_current_versi,هذه الميزة غير متوفرة في النسخة الحالية من الوحدة.
stock.title,إدارة المخزون
stock.total_items_pending,إجمالي العناصر المعلقة
stock.total_movements,إجمالي الحركات:
stock.total_records,إجمالي السجلات:
stock.type,النوع
stock.unit,الوحدة
stock.unknown_panelist,عضو لجنة غير معروف
stock.used_to_calculate_expected_delivery_dates,يُستخدم لحساب تواريخ التسليم المتوقعة
stock.warning,تحذير
stock.year,السنة
stockmanagement.stock_alerts,تنبيهات المخزون
stockmanagement.stock_management_alerts,إدارة وتنبيهات المخزون
stockmanagement.tabs,علامات التبويب
topology.3_7038,-3.7038
topology.40_4168,40.4168
topology.add_city,إضافة مدينة
topology.add_node,إضافة عقدة
topology.add_region,إضافة منطقة
topology.cities,المدن
topology.city,المدينة
topology.city_code,رمز المدينة *
topology.city_name,اسم المدينة *
topology.country_code,رمز الدولة *
topology.delete_city,حذف المدينة
topology.delete_node,حذف العقدة
topology.delete_region,حذف المنطقة
topology.description,الوصف
topology.e_g_3200000,مثال: 3200000
topology.e_g_es_fr,مثال: ES، FR
topology.e_g_mad_bcn,على سبيل المثال، MAD، BCN
topology.e_g_madrid_barcelona,على سبيل المثال، مدريد، برشلونة
topology.e_g_spain_france,على سبيل المثال، إسبانيا، فرنسا
topology.edit_city,تعديل المدينة
topology.edit_node,تعديل العقدة
topology.edit_region,تعديل المنطقة
topology.expand_all_cities_in_this_region,توسيع جميع المدن في هذه المنطقة
topology.latitude,خط العرض
topology.loading,جاري تحميل الطوبولوجيا...
topology.longitude,خط الطول
topology.no_cities_in_this_region_yet,لا توجد مدن في هذه المنطقة حتى الآن
topology.no_nodes_in_this_city_yet,لا توجد عقد في هذه المدينة حتى الآن
topology.no_regions,لم يتم العثور على مناطق
topology.node,العقدة
topology.nodes,العقد
topology.panelist_assigned,المشارك المعين
topology.panelists,الأعضاء
topology.pending_panelist,المشارك المعلق
topology.population,السكان
topology.promise,الوعد
topology.region_code,رمز المنطقة *
topology.region_name,اسم المنطقة *
topology.regions,المناطق
topology.status,الحالة *
topology.title,طوبولوجيا البلد
topology.topology_tab,الطوبولوجيا
topology.total_population_of_the_city_used_for_impact_analy,إجمالي سكان المدينة (يُستخدم لتحليل التأثير في التقارير)
topology.without_panelists_tab,بدون أعضاء
users.account,الحساب
users.deactivate,تعطيل
users.email,البريد الإلكتروني
users.full_name,الاسم الكامل
users.name,الاسم
users.no_users_found,لم يتم العثور على مستخدمين
users.password,كلمة المرور
users.promise,الوعد
users.role,الدور
users.select_account,اختر الحساب
auth.email_placeholder,بريدك الإلكتروني@مثال.com
auth.password_placeholder,أدخل كلمة المرور الخاصة بك
auth.click_autofill_demo,انقر هنا لملء بيانات الدخول التجريبية تلقائيًا
auth.secure_auth_supabase,مصادقة آمنة بواسطة Supabase
auth.for_regulators,للمنظمين
dashboard.management_tip_text,استخدم محدد الفترة لعرض إحصائيات الشهر الحالي أو تخطيط الشهر القادم. انقر على أي بطاقة للوصول إلى العرض التفصيلي. تحقق من التنبيهات الحرجة يوميًا للحفاظ على التميز التشغيلي. راقب إجازات المشاركين واحتياجات المواد لتجنب تعارضات التخصيص.
dashboard.total_and_status,الإجمالي والحالة
dashboard.pending,قيد الانتظار
dashboard.sent,مرسل
dashboard.received,مستلم
dashboard.no_panelist,لا يوجد مشارك
dashboard.inactive,غير نشط
dashboard.active,نشط
dashboard.inactive_lowercase,غير نشط
dashboard.on_leave,في إجازة
dashboard.available,متاح
dashboard.of,من
dashboard.total,الإجمالي
common.sign_out,تسجيل الخروج
common.city,المدينة
common.all_cities,جميع المدن
common.node,العقدة
common.all_nodes,جميع العقد
common.all_status,جميع الحالات
common.confirm,تأكيد
common.yes,نعم
common.no,لا
common.success,نجاح
common.warning,تحذير
common.info,معلومات
common.show_id,عرض المعرف
common.export_csv,تصدير CSV
common.add_record,إضافة سجل
common.hide,إخفاء
common.expand_all,توسيع الكل
common.collapse_all,طي الكل
allocation_plans.view_and_manage,عرض وإدارة خطط التخصيص المولدة
allocation_plans.total_and_pending,الإجمالي والقيد الانتظار
allocation_plans.shipment_status,حالة الشحنة
allocation_plans.total_issues,إجمالي المشاكل
allocation_plans.delayed_shipments,الشحنات المتأخرة
allocation_plans.total_delayed,الإجمالي المتأخر
allocation_plans.plan_details,تفاصيل خطة التخصيص
allocation_plans.dest_city,المدينة الوجهة
allocation_plans.dest_node,العقدة الوجهة
allocation_plans.week,الأسبوع
allocation_plans.origin_panelist,المشارك الأصلي
allocation_plans.origin_status,الحالة الأصلية
allocation_plans.dest_panelist,المشارك الوجهة
allocation_plans.dest_status,الحالة الوجهة
allocation_plans.status,الحالة
allocation_plans.sent_lowercase,مرسل
allocation_plans.pending_lowercase,قيد الانتظار
panelists.management,إدارة المشاركين في اللوحة
panelists.manage_availability,إدارة المشاركين وتوفرهم للتسليمات
panelists.all_in_system,جميع المشاركين في النظام
panelists.tab_panelists,المشاركون في اللوحة
panelists.tab_unavailability,فترات عدم التوفر
panelists.search_placeholder,رمز، اسم، بريد إلكتروني...
panelists.manage_profiles,إدارة ملفات المشاركين وتعييناتهم
panelists.status,الحالة
panelists.active_lowercase,نشط
panelists.edit_tooltip,تعديل المشارك في اللوحة
panelists.deactivate_tooltip,تعطيل المشارك في اللوحة
panelists.delete_tooltip,حذف المشارك في اللوحة
panelists.manage_unavailability,إدارة فترات عدم توفر المشاركين لإعادة التعيين التلقائي للعينات
panelists.add_unavailability,إضافة فترة عدم توفر
panelists.search_unavailability_placeholder,اسم المشارك، ملاحظات...
panelists.all_panelists,جميع المشاركين في اللوحة
panelists.date_range,نطاق التواريخ
panelists.all_periods,جميع الفترات
panelists.current_active,الحالي (نشط الآن)
panelists.upcoming,القادم
panelists.past,الماضي
panelists.reason,السبب
panelists.all_reasons,جميع الأسباب
panelists.vacation,إجازة
panelists.sick_leave,إجازة مرضية
panelists.personal,شخصي
panelists.training,تدريب
panelists.start_date,تاريخ البدء
panelists.end_date,تاريخ الانتهاء
panelists.duration,المدة
panelists.notes,ملاحظات
panelists.one_day,1 يوم
carriers.title,المشغلون والمنتجات
carriers.manage_description,إدارة مشغلي الشحن
carriers.tab_carriers_products,المشغلون والمنتجات
carriers.tab_products_without_materials,منتجات بدون مواد
carriers.search_placeholder,البحث عن مشغلين أو منتجات...
carriers.expand_carrier,توسيع المشغل
carriers.expand_products,توسيع جميع منتجات هذا المشغل
materials.requirements_title,احتياجات المواد
materials.calculate_description,حساب احتياجات المواد بناءً على خطط التخصيص
materials.start_date,تاريخ البدء
materials.end_date,تاريخ الانتهاء
materials.date_placeholder,يوم/شهر/سنة
materials.material,المادة
materials.all_materials,جميع المواد
materials.node,العقدة
materials.all_nodes,جميع العقد
materials.quick_period_selection,اختيار فترة سريع
materials.month_jan,يناير
materials.month_feb,فبراير
materials.month_mar,مارس
materials.month_apr,أبريل
materials.month_may,مايو
materials.month_jun,يونيو
materials.month_jul,يوليو
materials.month_aug,أغسطس
materials.month_sep,سبتمبر
materials.month_oct,أكتوبر
materials.month_nov,نوفمبر
materials.month_dec,ديسمبر
materials.first_semester,الفصل الدراسي الأول
materials.second_semester,الفصل الدراسي الثاني
materials.year,السنة
materials.calculate,احسب
stock.manage_description,إدارة متطلبات المواد
stock.tab_requirements,احتياجات المواد
stock.tab_regulator_stock,مخزون المنظم
stock.tab_shipments,الشحنات
stock.tab_panelist_stock,مخزون المشاركين
stock.tab_movements,الحركات
stock.tab_alerts,تنبيهات المخزون
stock.tab_settings,الإعدادات
allocation_generator.date_placeholder,يوم/شهر/سنة
allocation_generator.quick_period,اختيار سريع للفترة
allocation_generator.distribution_matrix,مصفوفة التوزيع حسب المدينة (A-B-C)
allocation_generator.import_csv,استيراد CSV
allocation_generator.download_template,تحميل نموذج CSV
unavailability.title,فترات عدم التوفر
unavailability.description,إدارة فترات عدم توفر المشاركين لإعادة تخصيص العينات تلقائيًا
unavailability.add_period,+ إضافة فترة عدم توفر
unavailability.search_placeholder,اسم المشارك
unavailability.all_panelists,جميع المشاركين
unavailability.all_periods,جميع الفترات
unavailability.current_periods,الحالية (نشطة الآن)
unavailability.upcoming_periods,القادمة
unavailability.past_periods,الماضية
unavailability.all_reasons,جميع الأسباب
unavailability.reason_vacation,إجازة
unavailability.reason_sick,إجازة مرضية
unavailability.reason_personal,شخصي
unavailability.reason_training,تدريب
unavailability.reason_other,أخرى
unavailability.cancel_periods,إلغاء الفترات
unavailability.edit,تعديل
unavailability.cancel,إلغاء
unavailability.activate,تفعيل
unavailability.delete,حذف
unavailability.edit_period,تعديل فترة عدم التوفر
unavailability.add_period_modal,إضافة فترة عدم توفر
unavailability.confirm_cancel,هل أنت متأكد من رغبتك في إلغاء {count} فترة/فترات عدم توفر؟
unavailability.confirm_delete,هل أنت متأكد من رغبتك في حذف {count} فترة/فترات عدم توفر؟ لا يمكن التراجع عن هذا الإجراء.
unavailability.confirm_delete_single,هل أنت متأكد من رغبتك في حذف هذه الفترة من عدم التوفر؟
unavailability.no_periods_found,لم يتم العثور على أي فترة عدم توفر.
unavailability.adjust_filters,حاول تعديل الفلاتر الخاصة بك.
unavailability.click_to_create,انقر على "إضافة فترة عدم توفر" لإنشاء واحدة.
unavailability.panelist,عضو اللجنة
unavailability.start_date,تاريخ البدء
unavailability.end_date,تاريخ الانتهاء
unavailability.duration,المدة
unavailability.reason,السبب
unavailability.status,الحالة
unavailability.notes,ملاحظات
unavailability.actions,إجراءات
unavailability.day,يوم
unavailability.days,أيام
unavailability.select_panelist,اختر عضو لجنة
unavailability.required,مطلوب
unavailability.date_range,نطاق التواريخ
allocation_plans.total_pending,الإجمالي والمعلق
allocation_plans.total,الإجمالي
allocation_plans.waiting,في الانتظار
allocation_plans.availability_issues_title,مشاكل التوفر
allocation_plans.unavailable,غير متوفر
allocation_plans.inactive,غير نشط
allocation_plans.origin_city_filter,مدينة الأصل
allocation_plans.origin_node_filter,العقدة الأصلية
allocation_plans.search_tag_id,البحث بواسطة معرف الوسم...
allocation_plans.search_event_id,البحث بواسطة معرف الحدث...
allocation_plans.availability_issues_filter,مشاكل التوفر
allocation_plans.details,تفاصيل خطة التخصيص
allocation_plans.show_id,عرض المعرف
allocation_plans.origin_panelist_header,عضو اللجنة الأصلي
allocation_plans.origin_status_header,الحالة الأصلية
allocation_plans.dest_panelist_header,عضو اللجنة المستهدف
allocation_plans.dest_status_header,الحالة المستهدفة
allocation_plans.available,متوفر
topology.total_nodes,إجمالي العقد
topology.with_panelists,مع أعضاء اللجنة
topology.without_panelists,بدون أعضاء اللجنة
topology.topology_tree,شجرة الطوبولوجيا
topology.nodes_without_panelists,عقد بدون أعضاء لجنة
topology.search_placeholder,ابحث عن المناطق
topology.all_regions,جميع المناطق
topology.all_cities,جميع المدن
topology.all_nodes,جميع العقد
topology.expand_all,توسيع الكل
topology.create_region,إنشاء منطقة
topology.nodes_need_assignment,هذه العقد تحتاج إلى تعيين عضو لجنة لتكون عملية
topology.download_csv,تحميل CSV
topology.all_nodes_have_panelists,جميع العقد تحتوي على أعضاء لجنة!
topology.every_node_assigned,تم تعيين عضو لجنة لكل عقدة في الطوبولوجيا الخاصة بك
topology.create_city,إنشاء مدينة
topology.create_node,إنشاء عقدة
topology.no_nodes_yet,لا توجد عقد في هذه المدينة حتى الآن
topology.delete_city_confirm,هل تريد حذف هذه المدينة وجميع عقدها؟
topology.delete_node_confirm,هل تريد حذف هذه العقدة؟
topology.expand_city,توسيع المدينة
topology.collapse_city,طي المدينة
cityform.city_name,اسم المدينة
cityform.city_code,رمز المدينة
cityform.city_class,فئة المدينة
cityform.class_a,الفئة أ
cityform.class_b,الفئة ب
cityform.class_c,الفئة ج
cityform.population,السكان
cityform.optional,اختياري
cityform.population_description,إجمالي سكان المدينة (يستخدم لتحليل التأثير في التقارير)
cityform.latitude,خط العرض
cityform.longitude,خط الطول
cityform.cancel,إلغاء
cityform.create,إنشاء
cityform.update,تحديث
cityform.saving,جارٍ الحفظ...
topology.class,الفئة
carriers.transporteurs,الناقلون
carriers.produits,المنتجات
carriers.materiels,المواد
carriers.materials_assigned,المواد المعينة
carriers.add_material,إضافة مادة
carriers.description_field,الوصف
carriers.heures,الساعات
carriers.jours,الأيام
carriers.cancel,إلغاء
carriers.create,إنشاء
carriers.choose_how_to_add,اختر كيفية إضافة مادة إلى هذا المنتج:
carriers.select_from_catalog_desc,اختر مادة موجودة من الكتالوج الخاص بك
carriers.create_new_material_desc,أضف مادة جديدة إلى الكتالوج وقم بتعيينها للمنتج
carriers.products_without_materials_title,منتجات بدون مواد
carriers.products_need_materials,هذه المنتجات تحتاج إلى تعيين مواد لتكون عملية
productform.code,الرمز
productform.description,الوصف
productform.standard_delivery_time,وقت التسليم القياسي
productform.time_unit,وحدة الوقت
productform.cancel,إلغاء
productform.create,إنشاء
productform.update,تحديث
productform.saving,جارٍ الحفظ...
carriers.qty,الكمية
carriers.no_materials,لا توجد مواد مخصصة بعد
carriers.remove_material_confirm,هل تود إزالة المادة "{name}" من هذا المنتج؟
carriers.enter_new_quantity,أدخل الكمية الجديدة لـ "{name}":
carriers.expand_all_products,توسيع جميع المنتجات في هذه الناقلة
carriers.collapse_product,طي المنتج
carriers.expand_product,توسيع المنتج
carriers.edit_quantity,تعديل الكمية
nodeLoadBalancing.saturatedNodes,العقد المشبعة
nodeLoadBalancing.saturatedNodesDesc,العقد التي تتجاوز 150% من متوسط الحمل
nodeLoadBalancing.highLoadNodes,العقد ذات الحمل العالي
nodeLoadBalancing.highLoadNodesDesc,العقد بنسبة 120-150% من متوسط الحمل
nodeLoadBalancing.totalShipments,إجمالي الشحنات
nodeLoadBalancing.totalShipmentsDesc,جميع الشحنات خلال الفترة
nodeLoadBalancing.balancePreview,معاينة التوازن
nodeLoadBalancing.stdDevBefore,الانحراف المعياري قبل
nodeLoadBalancing.stdDevAfter,الانحراف المعياري بعد
nodeLoadBalancing.matrixView,عرض مصفوفي
nodeLoadBalancing.loadDistributionMatrix,مصفوفة توزيع الحمل
nodeLoadBalancing.before,قبل
nodeLoadBalancing.after,بعد
nodeLoadBalancing.loadLevel,مستوى الحمل
nodeLoadBalancing.applyBalance,تطبيق التوازن
nodeLoadBalancing.cancel,إلغاء
nodeLoadBalancing.loading,جارٍ التحميل...
allocation_plans.create_record,إنشاء السجل
allocation_plans.update_record,تحديث السجل
common.updating,جارٍ التحديث...
common.creating,جارٍ الإنشاء...
allocation_plans.add_record,إضافة سجل
material_requirements.items_needed,العناصر المطلوبة
material_requirements.to_send,لإرسال
common.start_date,تاريخ البدء
common.end_date,تاريخ الانتهاء
common.material,المادة
material_requirements.quick_period_selection,اختيار سريع للفترة
common.first_semester,الفصل الدراسي الأول
common.second_semester,الفصل الدراسي الثاني
material_requirements.purchase_requirements,متطلبات الشراء
material_requirements.panelist_requirements,متطلبات المشاركين في اللجنة
common.export_to_csv,تصدير إلى CSV
stock.regulator_issue,مشكلة في المنظم
stock.regulator_issues,مشاكل في المنظم
stock.panelist_issue,مشكلة في المشارك في اللجنة
stock.panelist_issues,مشاكل في المشاركين في اللجنة
stock.please_select_dates,يرجى اختيار تواريخ البدء والانتهاء
stock.please_select_requirements_export,يرجى اختيار المتطلبات للتصدير
stock.please_select_requirements_po,يرجى اختيار المتطلبات لإنشاء أمر الشراء
common.show,عرض
stock.calculating,جارٍ الحساب...
stock.mark_as_ordered,وضع علامة {count} كمطلوب(ة) الطلب
stock.delete_selected,حذف {count} المحدد(ة)
common.select,تحديد
stock.no_stock_data_to_export,لا توجد بيانات مخزون للتصدير
stock.current_regulator_stock,المخزون الحالي للمنظم
stock.please_enter_quantity_and_note,يرجى إدخال الكمية الجديدة وملاحظة التعديل
stock.please_enter_valid_quantity,يرجى إدخال كمية صالحة
stock.stock_adjusted_successfully,تم تعديل المخزون بنجاح
stock.failed_to_adjust_stock,فشل في تعديل المخزون
stock.adjusting,جارٍ التعديل...
stock.confirm_adjustment,تأكيد التعديل
stock.preview_shipments_will_be_generated,معاينة: سيتم إنشاء {count} شحنة(شحنات)
stock.with_assigned_panelists,مع المشاركين المعينين
stock.without_panelist_will_be_skipped,بدون مشارك (سيتم تجاهله)
stock.send_selected,إرسال {count} المحدد(ة)
stock.warning_nodes_without_panelists,تحذير: {count} عقدة(عقد) بدون مشاركين معينين وسيتم تجاهلها
stock.only_panelists_with_allocation_plans,ملاحظة: فقط المشاركون الذين لديهم خطط تخصيص معينة سيتم إنشاء شحنات لهم
common.calculate,حساب
common.unit,الوحدة
stock.panelist_code_materials_count,الرمز: {code} • {count} مادة(مواد)
stock.material_movements,حركات المواد
common.type,النوع
common.to,إلى
stock.allocation_shipment,شحنة التخصيص
stock.showing_alerts_count,عرض {showing} من أصل {total} تنبيه
stock.when_enabled_system_will_monitor,عند التفعيل
stock.feature_not_available_in_current_version,هذه الميزة غير متوفرة في النسخة الحالية من الوحدة.
stock.system_will_automatically_create_shipments,سيقوم النظام تلقائيًا بإنشاء شحنات معلقة عند اكتشاف أن مشاركًا يحتاج إلى مواد.
stock.save_settings,حفظ الإعدادات
material.add_material,إضافة مادة
reporting.above_target,فوق الهدف
reporting.below_target,تحت الهدف
reporting.business_days,أيام العمل
reporting.last_12_weeks,آخر 12 أسبوعًا
reporting.shipments_count,{{count}} شحنة(شحنات)
reporting.no_filters_desc,عرض الأداء العام للنظام البيئي على جميع المسارات والناقلين
reporting.origin_only_desc,تحليل جودة الصادر من مدينة إلى جميع الوجهات
reporting.destination_only_desc,تحليل جودة الوارد إلى مدينة من جميع المصادر
reporting.both_cities_desc,تحليل أداء مسار محدد (المصدر → الوجهة)
reporting.carrier_product_desc,تضييق التحليل أكثر إلى مزودي خدمات أو أنواع محددة
reporting.jk_performance_report,تقرير أداء J+K
reporting.transit_time_analysis_and_delivery_performance_tracking,تحليل أوقات العبور وتتبع أداء التسليم
reporting.statistical_significance,الدلالة الإحصائية
reporting.avg_jk_actual,متوسط J+K الفعلي
reporting.days,أيام
reporting.vs_std,مقابل المعيار
reporting.on_time_percent,٪ في الوقت المحدد
reporting.on_time_count,{{count}} في الوقت المحدد
reporting.require_intervention,تتطلب تدخلاً
reporting.average_samples_week,متوسط {{count}} عينات/أسبوع
reporting.after_standard,بعد المعيار
reporting.in_standard_delayed,ضمن المعيار/متأخر
reporting.on_standard,على المعيار
reporting.distribution_of_shipments_by_actual_transit_time,توزيع الشحنات حسب وقت العبور الفعلي مقارنة بمعيار التسليم
